row_id,주제,내용,상세내용,주장/검증 매체,label
64,경제,한국 메모리 반도체 세계 1위는 착시현상이다,"['반도체', '국회입법조사처', '산업', '메모리', '글로벌', '보고서', '세계', '경쟁력', '이슈', '현재', '우리', '어떻게', '확보', '생태계', '주요', '이해', '누리는', '착시현상', '보인다', '작성', '시스템', '지난', '통해', '밝혔다', '구절', '진실', '우리나라', '기술', '있다']",국회입법조사처,전혀 사실 아님
65,경제,국내 소부장 자립화를 위해 천문학적인 돈을 부었지만 중국 의존도만 높아지는 결과 초래했다,"['했다', '일본', '의존', '부장', '의원', '산업', '정부', '자립', '품목', '소재', '수입', '중국', '반도체', '한국', '위해', '투입', '자원부', '부품', '수출', '통산', '명호', '국내', '천문학', '국가', '중화권', '관계자', '있다', '문재인', '높아지는', '결과', '초래', '도를', '한다', '지적', '했지만', '같은', '기간', '증가', '지난', '통상', '장비', '자료', '불화수소', '지스트', '불화', '폴리', '이미드', '규제', '삼성', '당시', '다변', '역시', '따르면']",권명호,전혀 사실 아님
66,경제,전기요금 올리면 무역적자 개선된다,"['전기요금', '전력', '산업', '개선', '인상', '예측', '무역수지', '한국전력', '수요', '전력소비량', '전기', '수입', '하는', '경제', '산업부', '감소', '차관', '올리면', '된다', '에너지', '하면', '근거', '가격탄력성', '통상', '자원부', '가격', '언급', '필요한', '기대할', '보고서', '치를', '전량', '비량', '추이', '인터뷰', '평균', '정부']",장영진,대체로 사실 아님
67,경제,금리인하요구권을 사용했다가 오히려 금리가 오를 수 있다,"['금리', '요구', '금리인하', '변동', '가산', '시점', '금융', '했다가', '불이익', '대출', '한다', '조정', '하는', '적용', '있는', '있다', '인상', '되는', '행사', '거절', '오히려', '금융기관', '코픽스', '변경', '개월', '개인', '경우', '신용등급', '우려', '사용', '고정', '상태', '약정', '은행', '관계자', '가입', '바뀌는', '가지', '없다']",네이버 지식인 질문자,전혀 사실 아님
68,경제,정부가 해외 주식 양도세를 완화해 준다,"['주식', '정부', '해외', '하는', '커뮤니티', '완화', '방안', '투자자', '온라인', '차익', '부과', '양도소득세', '일시', '해당', '있지', '밝힘', '조치', '추측', '기본', '도세']",인터넷 커뮤니티,전혀 사실 아님
69,경제,국제에너지기구에서 2025년까지 화석연료 보일러 사용 금지를 제안했다,"['에너지', '보일러', '했다', '자산운용', '투자', '석탄', '보고서', '금지', '중단', '화석연료', '한국', '대한', '세계', '탄소', '보험', '넷제', '로드맵', '가스', '화력발전', '손해', '통해', '국제', '부문', '따르면', '신규', '발표', '하는', '건물', '콘덴싱', '선언', '발전', '국가', '양훈', '기술평가원', '위원', '박사', '자신', '블로그', '새로운', '도입', '밝혔다', '기구', '일보', '오스트리아', '영국', '네덜란드', '기업', '사용', '기후', '평가', '달성', '한다', '제한', '미국']",양훈철,사실
70,경제,쌀 매입 의무화하면 오히려 생산량 늘어난다,"['양곡', '관리', '재배', '면적', '생산', '개정안', '시장', '격리', '의무', '민주당', '공급', '매입', '오히려', '정부', '여당', '하는', '정책', '인터뷰', '내용', '되면', '증가', '과잉', '개정', '농가', '야당', '근거', '판단', '확인', '연구원', '통계청', '추이', '분석', '초과', '가격']",국민의힘,판단 유보
71,경제,"9월 자동차보험 갱신 시점에 보험료 할증됐는데, 침수차량이 많아서 그렇다","['보험료', '자동차', '보험', '손해', '갱신', '시점', '가입자', '인상', '최근', '침수', '특성', '온라인', '보험사', '태풍', '인한', '금융감독원', '가이드', '악화', '연간', '기준', '다음', '조정', '반영', '산정', '기본', '할증', '차등', '요인', '방식', '된다', '되는']",온라인 커뮤니티,대체로 사실 아님
72,경제,전기차 수출 기업들의 미국 시장 피해는 외교실패에서 온 경제실패다,"['로시', '의장', '대통령', '미국', '했다', '전기차', '법안', '외교', '하는', '대표', '기자', '통과', '패싱', '한국', '사건', '피해', '실패', '기사', '국산', '보조금', '배제', '방한', '하원', '이재명', '민주당', '블룸버그', '억측', '안보', '경제', '확인', '면담', '교수', '라며']",이재명,대체로 사실 아님
73,경제,"경기도 배달특급 배달비가 다른 배달앱(요기요, 배달의 민족)보다 비싸다","['배달', '특급', '경기도', '했다', '민족', '점포', '민간', '요기', '하는', '지역', '가맹', '다른', '비교', '경우', '온라인', '커뮤니티', '보다', '비싸다는', '같은', '비싼', '가장', '기준', '위해', '됐다', '기자', '서비스', '내용', '기요', '언론', '결과', '인구', '검색']","온라인 커뮤니티, 언론 보도",대체로 사실 아님
74,경제,고물가에 고가형 커피 인기는 줄고 저가형 커피가 인기다,"['커피', '했다', '이용자', '최근', '가형', '기록', '사용자', '고가', '수가', '커피전문점', '소비자', '대비', '감소', '직장인', '현상', '최고', '브랜드', '물가', '학생', '스타벅스', '커피빈', '하면서', '이후', '하는', '모바일', '인덱스', '연초', '분석', '정점', '찍고', '하락', '타기', '시작', '물가상승률', '대를', '외환위기', '치를', '했을', '지난', '선호', '부담', '투썸플레이스', '또한', '증가', '됐다', '교수', '플렉스', '세대', '이자', '확인']",언론사 자체 문제제기,사실
75,경제,‘자이언트 스텝’·‘울트라 스텝’은 한국산 용어다,"['스텝', '용어', '미국', '자이언트', '울트라', '인상', '같은', '최근', '중앙은행', '단어', '있다', '않는', '온라인', '연방', '정책', '점보', '표현', '했다', '쓰이지', '국산', '중심', '한국', '팩트', '확인', '사용', '게시', '준비', '제도', '이사회', '캡처']",온라인 커뮤니티,사실
76,경제,다른 나라에선 자국만 우대하는 전기차 보조금 정책 펼친다,"['전기차', '보조금', '정책', '온라인', '해외', '자국', '커뮤니티', '미국', '중국', '일본', '관련', '규정', '한국', '다른', '나라', '있다', '유리한', '있다는', '나오고', '시행', '인터뷰']",온라인 커뮤니티,사실
77,경제,명절 고속도로 통행료 면제하면 한국도로공사 부채 가중된다,"['면제', '통행료', '부채', '고속도로', '도공', '한국', '확인', '도로공사', '내용', '인터뷰', '추석', '명절', '연휴', '기간', '가중']",온라인 반응,판단 유보
78,경제,한국 정부는 론스타에 95.4% 승소했다,"['론스타', '정부', '법무부', '했다', '한국', '판정', '매각', '중재', '승소', '국제', '투자', '금융', '금액', '지난', '배상하', '우리', '청구', '가운데', '인정', '하나', '지연', '외환은행', '이를', '있다', '부는', '사건', '손해', '전문가', '제기', '분쟁', '들어', '표현', '했고', '승리', '지나치게', '핵심', '쟁점', '배상', '봤다', '통상', '지주', '승인', '과정', '달러']",법무부,대체로 사실 아님
79,경제,임대차법 때문에 전셋값 폭등한다,"['전세', '대란', '가격', '매물', '했다', '임대차', '보도', '보수', '최근', '매체', '하락', '언론', '있다', '셋값', '아파트', '성향', '부동산', '올해', '전월세', '폭등', '때문', '주택', '계약', '갱신', '청구', '월세', '임대', '차법', '임차', '오히려', '월간', '서울', '권제', '개정', '지난', '수요', '늘었다', '한다', '윤석열', '정부', '통계', '아실']",언론 보도,전혀 사실 아님
80,경제,신한금융지주가 한화손해보험 인수를 추진한다,"['한화', '그룹', '금융', '인수', '손보', '손해', '업계', '보험', '경쟁력', '진행', '통해', '보도', '검토', '보사', '관계자', '상황', '매각', '논의']",언론 보도,전혀 사실 아님
81,경제,‘여성이사 할당제’ 법 어겨도 처벌조항 없다,"['여성', '이사', '할당', '기업', '했다', '있다', '대한', '이사회', '규정', '시행', '위반', '조항', '선임', '하도록', '경우', '남성', '하는', '상장', '처벌', '한다', '이상', '조문', '경영', '하기', '미국', '차별', '자산', '최소', '도록', '지난', '우리나라', '한다고', '보도', '법적', '되고', '있음에도', '했을', '정말', '없는지에', '여부', '성별', '법률', '과정', '의무', '자본시장', '침해', '사회', '세계', '비율', '유능한', '위해', '정부']",언론 보도,사실
82,경제,"매각 대상 국유재산 강남 건물 6곳, 유휴·저활용 재산이다","['건물', '노후', '국유재산', '입니다', '주택', '했습니다', '설명', '관사', '기재부', '개발', '활용', '재산', '매각', '대상', '정부', '부동산', '강남', '임대료', '통해', '휴지', '위탁', '밝힌', '있습니다', '소재', '강남구', '소규모', '현재', '민간', '보니', '확인', '신축', '기획재정부', '있는', '발표', '하지', '취득', '당시', '해당', '캠코', '하는', '매장', '정책', '수익', '가치', '자료', '서울', '납부', '상권', '기준', '용도', '임대', '밝혔습니다', '신사동', '연간', '있었습니다', '운영']",기획재정부,전혀 사실 아님
83,경제,경기도가 전국 광역단체 중 가장 많은 온실가스를 배출한다,"['온실가스', '했다', '배출량', '기후', '위기', '경기도', '배출', '탄소', '중립', '지자체', '폭우', '가뭄', '감축', '광역', '계획', '가장', '지역별', '인벤', '토리', '기준', '지난', '기록', '피해', '재산', '대응', '종합', '에너지', '전국', '폭염', '원인', '상황', '국가', '대한민국', '역시', '목표', '단체', '따라', '정도', '중부일보', '팩트', '환경부', '정보', '센터', '충청남도', '우리', '한다', '발표']",언론사 자체 문제제기,절반의 사실
84,경제,국가부채 'D4' 개념은 안철수가 만들어냈다,"['국가부채', '개념', '의원', '후보', '안철수', '연구원', '대선', '당시', '존재', '연구소', '기준', '내용', '이상민', '대통령', '발언', '해당', '하지', '기재부', '분류', '유튜브', '나라', '살림', '위원', '지난', '관련', '지적', '고발', '검찰', '출연', '확인', '국가']",이상민(나라살림연구소),판단 유보
85,경제,자동차와 함께 도로 위 질주하는 전동 킥보드 전용법 필요하다,"['보드', '공유', '했다', '업체', '전동', '도로교통법', '적용', '서울시', '대한', '국내', '한국', '있다', '헬멧', '하는', '과태료', '도입', '안전', '사고', '증가', '단속', '글로벌', '관련', '필요성', '요구', '용법', '서비스', '상황', '개정안', '발의', '가운데', '우리나라', '방치', '견인', '종료', '파악', '장치', '제기', '됐다', '최근', '김용판', '의원', '운행', '무분별', '방법', '교통', '경찰청', '발생', '있는', '지난해', '실제', '지적', '이용자', '탑승', '경우', '착용', '사업']",김용판,사실
